id,name,link
05120a99-0239-bf0b-adc1-1e40ddd472f6,Turkven Private Equity,turkven-private-equity
6fec4881-a53e-4d8a-8501-9e5f15d8dffb,1st Class Guernsey,1st-class-guernsey
d9ee01de-f887-452c-95d6-19e03c0f090b,Chaos Capital,chaos-capital-090b
87605e10-2ce4-4906-8ff9-21c93da37756,TokenSociety,tokensociety
c8871b63-8363-15e4-1d5d-7d3407b83a59,JAL Ventures,jal-ventures
20b317eb-858b-b488-d0a7-19d75173148f,Next Coast Ventures,next-coast-ventures-2
fa65064d-e361-91f9-b13d-50e1b6f2568f,MESH,mesh-ventures
bd993d9d-7680-f33b-bbbe-7c34e35393e4,G2 Venture Partners,g2vp
8801be57-b623-4fe0-862c-7b9555b1928a,Standard Investments,standard-investments
c6a1227a-7872-3087-3c03-459ea95f977a,Rethink Impact,rethink-impact
60922795-2cbc-4230-ba0a-5393ff772c32,Realization Capital Partners,realization-capital-partners
913d0f5c-2e2a-0f0f-c789-f26a44000d8a,Catalus Capital,catalus-capital
3db1e33a-aa40-4e8c-8724-ca81b88e94c3,SynBio Innovation Accelerator,synbio-innovation-accelerator
b8d4ddc5-9011-0bf5-0908-c5930cfef0f8,ITOCHU Corporation,itochu-corporation
2a58cc90-f050-4788-b7fd-9ba6f260802d,IOSG Ventures,iosg-ventures
1a3f81de-d5b2-0745-0c62-efaae40629d6,A.Capital Ventures,capital-partners-l-p
4303d1ea-e24e-58cc-60cd-cb623d32a616,Formation Capital,formation-capital
7a2512ce-16cb-75ac-2f6b-84ff53b41d03,TPG,texas-pacific-group
9703a211-db8d-4209-9821-8e186c377dd1,ENGIE New Ventures,engie-new-ventures
fa823cf2-92a2-45e6-82c5-a8c2916771e9,SNR.vc,snr-vc
5febe446-b1c0-9344-5e08-7c3f356a6be2,Education Growth Partners,education-growth-partners
f3d7b9cb-68b1-f399-58da-00861d8431ad,Tamarind Hill,tamarind-hill
27017ba9-bd74-4a39-8ffb-8d74e83fe9df,CDIB Capital Group,cdib-capital-group-e9df
5ad0a9f7-87d2-462d-9b0e-ab6a37054695,KYMCO Capital,kymco-capital
b1861b4f-b1cc-817f-7a26-a0c64adbd194,Wistron Corporation,wistron-corporation
17678b53-cc24-45da-8b68-60ee57ef0c48,Ascend,ascend-vc
dcde2081-a410-4e50-be95-8326c16fe936,Avenue Growth Partners,avenue-growth-partners
bed78c9e-9654-46e6-9f6c-ce6025247a85,Aspire Health Partners,aspire-health-partners
72fbebc1-d1bf-4842-999e-43e28455e215,Medtech Convergence Fund,medtech-convergence-fund
3323bf9a-d9c2-4a5d-98ee-f9075ddc9277,Bunge Ventures,bunge-ventures
cb7664bd-9364-533e-c808-d53d6c8f3ba3,Halogen Ventures,halogen-ventures
a3137f06-9903-41d6-804d-b09f9ee9f10a,Maersk Growth,maersk-growth
a7896e66-008c-4898-a872-9140f2522f43,Resolve Growth Partners,resolve-growth-partners
710e6b9b-347a-4d5c-b2a0-20b9beb5f191,Milano Investment Partners SGR,milano-investment-partners
010b4f9a-8686-4567-822f-4a271000da37,Amplo,amplo
17766aa6-2da1-c1eb-d14d-2277ae1f34c7,Bain Capital Ventures,bain-capital-ventures
bb03d3cf-3ecb-4c0e-b32d-d8d00f05ef60,Fifth Down Capital,fifth-down-capital
4a9b2a7d-c9e3-4be3-052f-30ecdd90c575,United Ventures,united-ventures
533fb71f-5723-47ec-b271-b693ab6d4fb6,Braidwell,braidwell
53f8f69e-1e65-41c6-8a57-87aeceec4b65,Retinal Degeneration Fund,retinal-degeneration-fund
d90aa6b4-a9cc-4cf4-8d59-c16c1117b8a8,Azolla Ventures,azolla-ventures
f65e1bfd-7fa5-3063-5385-0365918311c3,Social Discovery Group,social-discovery-ventures
756a9e9d-ec59-4dd8-99f3-7cdb514ff32b,Atonima Investment LLC,atonima-investment-llc
445194f6-b842-b3e8-2c88-8140e08d2e26,Citi Ventures,citi-ventures
f6a926f0-5e92-4218-a050-ba0384eba0ee,mgnr.io,mgnr-io
5d354f19-b512-41f0-9b52-774c8754b0ec,Wintermute,wintermute-trading
9b78bca2-6e3b-4491-a881-45c99835575b,Manifestations Capital,manifestations-capital
d3e4452b-1474-51dd-0f65-635957a06f1d,Serra Ventures,serra-ventures
c09e9b36-ab27-48cc-b481-ba3aa95a0d6d,Hanwha Systems,hanwha-systems
7f66582a-20fa-41ca-a9ad-5ac1ed7ba563,Forward Deployed VC,forward-deployed
70d4deb7-6ad8-4603-911d-896a73918eb8,Sodexo Live,sodexo-live
566d5a33-1fa4-4768-9ec1-ed6eff2b5fb9,Arca,arca-5fb9
aa9492d2-62b7-abe6-8735-3cfddfd60efa,Ecosystem Integrity Fund,ecosystem-integrity-fund
d9b637d8-db0e-0c78-0400-d7b8bc6ce6f8,NEXT Upstate,next-upstate
fc56bd22-6120-405e-b03c-e1a7c5a3d543,Edge Case Capital Partners,edge-case-capital-partners
5b156124-c0e2-8c98-ea55-a8f959769f3c,Join Capital,join-capital
b182b166-1ffc-387f-959b-5d222262b315,Montage Ventures,montage-ventures
ea3427ff-c57a-4592-b638-d8336c79f233,Comcast NBCUniversal LIFT Labs,comcast-nbcuniversal-lift-labs
063c79a5-a008-493a-a633-913d64963b7e,Two Sigma Ventures,two-sigma-ventures
ed718da9-0fe4-e4d5-ce96-587c2e174cde,LoftyInc Capital Management,loftyinc-capital-management
046ccd65-d60d-4e0d-b6b8-2fe2ab12dc12,Draper University Ventures,draper-university-ventures
f3dadd43-88de-ff24-9a5f-386c0a51e295,Nexus Program Management Group,nexus-program-management-group
709fce49-cac3-a922-3b3c-c9a2ac9181c9,Valar Ventures,valar-ventures
151c16c3-b6d7-35fd-48b5-45f517f61321,Remiges Ventures,remiges-ventures
74755092-9c64-8329-8cd6-a2bf5ad76185,Cengage Group,cengage-learning
f0f0695c-2ea1-be8f-aa87-4ef5fbe5752c,GSV Ventures,gsv-acceleration
bfbcbd33-72c6-9635-8f4a-f61c0d08c03e,Verizon Ventures,verizon-ventures
063bf170-ddb2-4041-8068-409fab18d502,a16z crypto,a16z-crypto
e2bdca0e-632f-8fa2-6ef6-5715dd1c6c93,Flare Capital Partners,flare-capitalpartners
2d2c42a5-17d1-41cd-a5b5-99249065e9fd,SevenX Ventures,sevenx-ventures
46728ea4-725f-ba75-3654-bd70ed0c3ddc,Vision Plus Capital,vision-plus
d1be8dd4-4e0b-0e6f-da65-92525a05374b,Alpaca VC,alpaca-vc
6e38d937-c033-4389-9b6f-3c5527774d6a,GreenPoint Partners,greenpoint-partners-4d6a
6cba771c-1d7d-46ec-850b-9d10076333a6,Bain Capital Crypto,bain-capital-crypto
fcf60dd3-81fb-bcaf-4454-1b1421fd6496,1confirmation,1confirmation
f584241e-ec76-4918-8dd9-8554b2a92adf,Open Philanthropy Project,open-philanthropy-project
649da6aa-5181-01ad-7e0e-f1ff54321886,TLV Partners,tlv-partners
c383d9cb-68b6-006e-d9dd-5c575eb8e1a7,CSA Partners LLC,csa-partners-llc
93a3652f-bcd7-4a20-ac3d-a10610d0d10b,Nexceris,nexceris-d10b
ba54a387-a7fc-4e1f-b6bc-9ea01478071b,Floating Point,floating-point
224c03e9-800a-7522-6722-c87a9e3cf694,SKC,skc
9006c76c-d881-4b0e-bedb-2ce3daefe60d,Sequoia Capital (SSF),sequoia-capital-ssf
7671a683-dfb6-a12b-9c1d-d1b29b011d54,Hearst Ventures,hearst-interactive-media
f9d7ec93-c1ea-4a35-5bfe-1c8515df93df,Primera Capital,primera-capital
d98ebe55-a4ac-414b-98ca-b16a3afa62ec,Swift Ventures,swift-ventures
f187a10f-cf31-4aa9-8cb1-1ee018e8f96f,2048 Ventures,2048-ventures
4710cdd6-d892-39ad-c10a-fe217e5cb7ca,Softbank Ventures Asia,softbank-ventures-korea
a4f8328e-a8c9-4014-8318-1b9cfc16b699,Hudson Structured Capital Management,hudson-structured-capital-management
f6412b43-cb2e-4714-a1fc-90fc4d6a2390,SIG venture capital,sig-venture-capital
9bb86261-3b22-0cd5-c108-e9825777668b,SMRK VC Fund,smrk-vc-fund
467c04e8-580c-cefa-8d51-f2eb42ab0844,Blockchain Capital,crypto-currency-partners
b53e44e7-1a10-4d9b-9faf-bae235b0c065,AVAD Capital,avad-capital
26ba69c7-0573-3925-29fd-05fc5caeb60d,Playground Global,playground-global
53377857-8995-2128-8f85-bfc8c4a2178e,8VC,8vc
525f5579-1f87-cf70-ff5a-9de397f6fa5d,645 Ventures,645-ventures
99d2863b-89ca-4dc4-b444-182c8d1b910c,TLG Interests,tlg-interests
4bb40dbd-c905-303c-2f1e-6c5ae41cc34a,Harbour Biomed,harbour-biomed
6f26cc72-f4b8-42b7-8229-71336cfae352,Disruptive Innovation Fund,disruptive-innovation-fund
e2718d90-cbf8-42fc-bb46-9a699869b1e4,Powerhouse Ventures,powerhouse-ventures-b1e4
12571b76-23b4-0cae-871f-41b5191b8f3d,Wireframe Ventures,wireframevc
787d9f98-0db4-4d97-ae32-9dde7bbe0849,Tenable Ventures,tenable-ventures
844a7115-3cd7-4aa4-8285-4287a1578328,Parkway Venture Capital,parkway-venture-capital
9ffac6ef-a8b0-4d48-b0b6-790838fb59f6,Haun Ventures,haun-ventures
d9b41ec7-8159-4afd-a9a3-0d4f17ba73b0,Founder Works,founder-works
b24d22c6-d4f1-404b-b3eb-67e0be14609b,Coil,coil-technologies
7da3f4e5-2acc-45e0-9cab-5a3fc3c75ce7,Zample Corporation,zample-corporation
1c65ddc2-fdbe-4610-a35d-7db3e8b72bd8,Silicon Valley CISO Investments,silicon-valley-ciso-investments
192acc26-46d6-5961-2a18-2ec462242091,Team8,team8
dfad777e-185e-49b6-a871-661d32975e2d,"CitizenX Crypto Ventures Fund, L.P.",citizenx-crypto-ventures
ee7235bb-68cd-d620-dd6b-b7ab82e6b59a,Silvertech Ventures,silvertech-ventures
c631111a-6bbd-c92b-c567-0ef2abc512d3,Susa Ventures,susa-ventures
118044d3-9b22-d138-76de-5dd011ff5cdf,Iron Gate Capital,iron-gate-capital
fb0f041a-75ad-9b2b-588c-e45d5487cf8e,Kozo Keikaku Engineering,kozo-keikaku-engineering
eac47318-7d6b-d0e1-553a-05bb0065731d,Altimeter Capital,altimeter-capital
6a2c3be1-e624-4f61-891b-cde395a011f8,Snowflake Ventures,snowflake-ventures
9342934a-c1ef-4c00-928b-823e37c97a88,Accurant International,accurant-international
b281bc29-17cd-ab2e-488d-ddb22a514c6f,Cherry Ventures,cherry-ventures
aa96263a-ad0d-45c7-b194-b13aa11b23fc,BIG Capital Vietnam,big-capital-vietnam
ab8c69d2-598b-4219-bb77-09155ac1761b,RedBlue Capital,redblue-capital
3b870046-0884-e415-ed17-330db49484de,Anterra Capital,anterra-capital
2845040d-2ef4-fb66-b213-71c7bfa723f6,CapitalG,google-capital
ae172858-f8ad-479c-ba99-44a23586cd11,KuCoin Ventures,kucoin-ventures
455292d1-2d11-4c7a-a07c-60735a88bc96,KuCoin Labs,kucoin-labs
733560ed-afaf-4e21-8932-e4d82ee8a24a,erev3.com,erev3-com
47223399-0400-4332-a1f9-f423c3e2581e,Kasaba Investments,kasaba-investments
3de0cfef-b3e4-3b48-7a5e-ebb0bfd09f3c,PivotNorth Capital,pivotnorth-capital
96c2dcc2-eee2-a374-231e-233c32592d74,AES,aes
b8d38291-6018-dd90-83ec-0723756f2949,Mitsubishi Corporation,mitsubishi-corporation
73a3a1f2-5cc3-45aa-9b71-e819dd978b74,Surge,surge-ahead
57cf5906-91a0-4694-83f0-b2aaf1bacdea,BigStory VC,bigstory-vc
1cc65a00-0f73-4eab-9b4e-76785a54a284,Zero Prime Ventures,data-community-fund
f308c7d7-38d6-585a-4ddf-23709080061b,Work-Bench,work-bench
7fd447a0-cf03-4b3d-a227-b23c46354dd2,Qd Investments,qd-investments
1a3f66d3-9f89-4eaa-8a09-6130a9f9031f,Happy Hour Solutions,happy-hour-solutions
0d741706-0ebe-7f79-e8c2-a7b35b20d67b,Karlani Capital,karlani-capital
566aab43-664b-4756-86ca-9566bcedb086,Black Tech Nation Ventures,black-tech-nation-ventures
8f2d0d93-4ab9-41fc-84a9-4b07c33f6b30,Bienville Capital,bienville-capital-management
c07f0f2c-f9ac-62cf-53d5-2afde0f58ad9,Ben Franklin Technology Partners of Northeastern Pennsylvania,ben-franklin-technology-partners-of-northeast-pennsylvania
d7479388-c139-eec3-8bba-55f11b472d8a,Cystic Fibrosis Foundation,the-cystic-fibrosis-foundation
33bc0a59-751b-bc8d-8033-de2c2a345e9e,Mindset Ventures,mindset-ventures
0ad171f1-6f75-5fea-fca4-8e526b307544,Munich Re Ventures,munich-re-hsb-ventures
702bc3b4-3f7c-42ea-a4ed-5bef74dfc291,Valor Siren Ventures,valor-siren-ventures
bea36fbf-e6e9-49c0-aa56-19a84d7b72c7,Prologis Ventures,prologis-ventures
240f80bf-ddbe-4fd6-bd42-338f0cd7c8ee,Progression Fund,progression-fund
b4f68926-2695-1a68-f894-714b290febd0,Foundry Group,foundryvc
8598d1b7-5f7e-4bd0-94bf-4389c9bc94f9,Strawberry Creek Ventures,strawberry-creek-ventures
673cd6c7-d74c-6994-94fe-c0151e2863ad,The FIS FinTech Accelerator in Partnership with The Venture Center,vc-fintech-accelerator
a2b35e8b-e3e9-883b-8a07-38e6ef57d726,U.S. Venture Partners,us-venture-partners
440f0bac-2b80-47d4-ae09-0ac774c4230b,Channel Equity Partners,channel-equity-partners
9ebb7f19-5be6-6f74-0aea-a6c9fe2fd04f,SineWave Ventures,sinewave-ventures
fc7c3ee0-4dd0-e1fa-15fa-e1f0feb5059d,4490 Ventures,4490-ventures
717d8c21-e404-4730-af3c-dd643efd52d3,CaplinFO,caplinfo
c57d7159-780c-416e-b5e2-2dc3e1a4a11a,Hanwha Asset Management,hanwha-asset-management
c8acd18e-794b-47fc-b35a-3026bc1db442,Hula,hula-b442
37942cec-7586-cfe1-b1b8-1bcd9ae29b69,Pamoja Capital,pamoja-capital-group
d07de277-455b-45f2-8c2d-95d9f2ed3f0b,Operator Collective,operator-collective
70672588-90c2-c437-f41b-492e810b413a,Hikma Ventures,hikma-ventures
b765a7e1-742a-e938-a0f2-329f66a011e4,Social Capital,social-capital
4a927498-cde7-4614-9f6b-e5aa08682242,Balsam Bay Partners,balsam-bay-partners
4029ff5e-b148-4e20-b834-c06f167a2556,Felicitas Global Partners,felicitas-global-partners
eeab3931-7ad7-20df-ec2e-4ad9d61b25a7,IvyCap Ventures,ivycap-ventures
51597757-dfbf-456a-806d-4e1f63edebfd,At One Ventures,at-one-ventures
75baf311-4aca-4458-8e61-9f836f937eae,Helena,helena-special-investments
5d98f331-124f-1cc2-e3c9-001a6fe2fbf1,Valor Equity Partners,valor-equity-partners
21ce7b1a-6d56-481a-8261-249d525f55b0,SC Ventures,sc-ventures-55b0
7649a441-a60b-246d-3480-cc791c1534a8,Birchview Fund,birchview-fund
a4343ea9-ff6f-433a-afc0-13ad04c1a73c,Avestria Ventures,avestria-ventures
062c1ac2-e9ae-f099-6314-c92d6c1c11b2,PS27 Ventures,ps27-ventures
c30d3763-adfa-f5fe-59af-2dccf117e075,IMM,imm
fe2d1e8b-f607-3c9f-fad7-98fb8412f77e,Benchmark,benchmark
99773093-0f52-9846-87ca-39dda80310fc,Horizon Ventures,horizon-ventures
3b04e95f-453a-03c7-7981-45b99895f623,Tola Capital,tola-capital
fe91baad-d472-0d0a-7425-ac3116dc43cd,Digital Magics,digital-magics
8fdec789-21e1-450d-af71-1b1f7e8d001e,Mindrock Capital,mindrock-capital
74451562-dd37-cd94-9321-eaf76e2a3316,KarpReilly,karpreilly
3fc52751-acff-73de-4cec-e6954e14414f,McRock Capital,mcrock-capital
64c30a37-942e-db16-e7e4-ca620f01b270,Updata Partners,updata-partners
b9dbd95f-9bf9-45c2-9ddc-7272d498ae68,Anchor Capital GP,anchor-capital-ae68
5119c927-6a9f-4535-ad4f-be535ecb465e,Group 11,group11
c9d0b40b-22ae-fbd2-81ad-51b2a3fd015a,Astia,astia-organization
c9193450-17a3-48af-8725-6f350447b2b7,Seae Ventures,seae-ventures
d0619b01-dfd5-693a-4b26-8fed2117722e,Rally Ventures,rally-ventures
dd13b7fd-74f6-45aa-bdc2-d03b88e9e5b7,re.Mind Capital,re-mind-capital
8c6ba5e6-da07-d44d-09f1-40075ae4b964,Research Corporation Technologies,research-corporation-technologies
a31d3130-1120-4a8d-b5a8-7914e41ad341,LifeSci Venture Partners,lifesci-venture-partners
cb96e835-d324-d68a-759a-61fed8b632b3,Schneider Electric,schneider-electric
ff3f6e60-361f-e4c6-be45-b90a067960a8,Ocean Azul Partners,ocean-azul-partners
bce3473b-4955-43ba-a624-70be6d70564e,Industrious Ventures,industrious-ventures
5840efed-c040-235c-6e42-4e061293eda7,Engineering Capital,engineering-capital
0eb819a3-efb2-137b-57de-6e5f4b613772,Hewlett Packard Enterprise,hewlett-packard-enterprise
bb81b4c1-a0ed-62a9-dc26-3203e8911f2f,Wipro Ventures,wiproventure
3f6ae2d7-f641-74dd-23f5-81413660fa29,Toba Capital,toba-capital
2ba8d099-c8aa-a375-8d6e-aa01968a6934,Jumpstart Foundry,jumpstart-foundry
617ad7b8-557c-eed9-e9eb-8762179acc59,Ventura Capital,ventura-capital
ad3066a3-324b-4914-bfe7-fac5e1e1fcad,Oval Park Capital,oval-park-capital
3a056b49-d434-4c67-a5aa-f80103b356c8,JLL Spark,jll-spark
ee61aa33-6bb9-45ce-ab9f-82638a305f95,GA Technologies Japan,ga-technologies-japan
fc45a7fe-f078-4d03-198b-f45c67dc6779,VCapital,vcapital
47557ad1-20e8-5239-373a-f6d7c284143d,TVM Capital Life Science,tvm-capital-life-science
f3e96303-044a-0409-9ba7-065ff0c55c6c,SV Latam Capital,svlatam-capital
ca2aeac7-66fd-86e8-de1d-a1a8d1a81218,The Westly Group,the-westly-group
cc964bc0-a950-4d8f-4ef0-7c514e49d28a,Emergence,emergence-capital-partners
f2b7a72a-8365-9807-32fc-9d751cd699bb,Knife Capital,knife-capital
6f5edde1-b06c-4515-a48b-a227f1f18968,Beyond Capital Ventures,beyond-capital-ventures
b2b353f6-8117-4d11-aad0-1925fd294d06,VamosVentures,vamosventures
02ff15e1-dcbd-470f-9eb8-895019a81694,Dreavent Capital,dreavent-capital
2ff9951b-5497-fdeb-4042-83fbbb816bca,Boston Harbor Angels,boston-harbor-angels
185bd29e-d9d4-c99b-49fb-c22e532b0c8e,Arsenal Growth Equity,arsenal-venture-partners
fb255f0c-2319-c50f-b589-a7141e7b52d6,Cedars-Sinai Accelerator,the-cedars-sinai-accelerator
4c55078f-8de7-a348-ff37-550967ee37d8,EPIC Ventures,epic-ventures
a004ebb9-a2e5-0c9e-465a-120751f0456a,10x Group,10xgroup
7de64040-14b2-70c3-775c-221d675b0af4,AME Cloud Ventures,ame-cloud-ventures
9dfe881d-07a1-c06e-1d9c-2d1c6b9254bd,Morado Ventures,morado-ventures-partners
b9dd738d-abaa-49bb-9e11-6c2edeaa2f25,M&G Investments,m-g-investments-2f25
810d8bb2-127a-4f66-84a1-082049821689,Vektor Partners,vektor-partners
87b05e92-cd14-49c5-9c61-2529dced378d,Regeneration.VC,regeneration-vc
dbdd8264-2e6f-4837-8435-c0a0868f0da4,Collective Capital,collective-capital
f9332f92-4fd0-40c9-9964-e89f910dca44,Ospraie Ag Sciences,ospraie-ag-sciences
88311e63-e704-8a7d-7d13-854c77eb4254,Seraphim Space,seraphim-capital
34c1ddec-c868-a7fc-81a5-493545194d05,Prelude Ventures,prelude-ventures-llc
8a26c5c2-e77e-920a-d5b4-b7714b126785,Hyundai Mobis,hyundai-mobis
eee223d0-8c2e-3195-820c-f9864460c548,European Bank for Reconstruction and Development,european-bank-for-reconstruction-and-development-ebrd
5f7d6bb4-0ea5-8f1f-3772-d3eed57e6c75,BuildGroup,build-group
ba1208b2-f45e-d9f3-75d9-a3992a0f01b2,Magellan Health Services,magellan-health-services
d2defcbb-908a-3745-28e1-e703ce0a85f2,Two Sigma,two-sigma-investments
81bf9c23-6228-485e-a25f-3c17917ffc22,Tengro Ventures,tengro-ventures
f2b4f17e-25cc-9161-0509-eea8ecc3cc24,TA Associates,ta-associates
d2e2f8d8-ad20-47dc-92e5-c2405af3658c,3x5 Partners,3x5-partners-658c
4064ac12-94d5-4854-be97-be1da73fc808,Inspired Capital Partners,inspired-capital-partners
08ebf8ae-4acb-955c-02c5-305c0f470477,Entrée Capital,entree-capital
4419828e-7e06-f10e-323c-4e985821dafd,Toyota Ventures,toyota-ai-ventures
035acdc9-52fe-4935-ad35-44a70bc9b69d,Peacock Ventures,peacock-ventures
de3194bb-0d95-4c29-9829-394ecd388369,Surface Ventures,rtp-seed
60a4ea58-a8c7-6550-edac-f5d02bec9323,Hummingbird Ventures,hummingbird-ventures
2cbea446-45a8-a1f9-1630-57a83c64821f,Mosaik Partners,mosaik-partners
8865b8a4-9dcb-3eea-df73-37a0103694cc,ValueStream Ventures,valuestream-labs
468bef9f-2f50-590e-6e78-62e3adb05aa1,Citi,citigroup
57bd3436-b47d-c10d-c05b-e4fbd8e63939,Knollwood Investment Advisory,knollwood-investment-advisory
ff767495-7cde-41ab-88d7-d4c847a6ff89,US Innovative Technology Fund,us-innovative-technology-fund
dd4c971a-ab9e-48c1-97e4-5aa21c4f272e,First Spark Ventures,first-spark-ventures
55c39380-b9f5-2b46-6e1f-746c08b9e8a4,Trilogy Equity Partners,trilogy-equity-partnership
78f21cb5-dda2-4254-8b1b-d7439f80e798,Thin Line Capital,thin-line-capital
2a670aaa-bf53-012c-ff1b-b39dc4abe0bc,Autotech Ventures,autotech-ventures
183ada99-98a0-e597-2a39-7f23a0aa4502,Xsolla Capital,xsolla-capital
8cce0a47-d7e8-6d3d-1e78-fe9db7f3446d,Jungle Capital,jungle-capital
feb65487-2b14-c22b-4536-113195a63b37,Cervin Ventures,cervin-ventures
990b1983-e633-458e-91fa-000716525048,Cheyenne Ventures,cheyenne-ventures
e1375978-1690-a51a-16a1-267ef07aee59,Liberty Global Ventures,liberty-global-ventures
78b903f2-ebc6-e36a-292d-8f7a241563b5,RiverVest,rivervest
d2d1c260-c256-b956-5730-4144c19ab090,Strong Ventures,strong-ventures
ddef1166-1344-40de-922d-06a9ff9a9f3b,Hydda,hydda
6d0363b8-edcf-07d2-dc50-cc15adda3ede,T. Rowe Price,t-rowe-price
dc7fc343-2884-5489-8127-9e3ed9f88349,Village Global,village-global-2
3da4dab0-5f65-49d6-ae39-ec3eac00c38b,Alpha Intelligence Capital,alpha-intelligence-capital
70538996-1e4d-351e-a466-23598ef313f6,Patriot Financial Partners,patriot-financial-partners
73a4cead-0fb0-440e-5a69-002390236cb2,NGP Energy Capital Management,ngp-energy-capital-management
3858ff0d-5612-4071-ad1e-e554b9773675,Equinor Ventures,equinor-ventures
56d42e7d-cfb1-4d1a-a6ea-4d3ab092d00b,Accord Capital,accord-capital
f1f04a2e-9637-f516-e28f-37b05ad1b903,King River Capital,king-river-investments
14ec806e-3c70-466a-a512-34f547490a0d,Stride Consumer Partners,stride-consumer-partners
f5315b3c-bb4c-1828-9b81-2f2103cdb761,RRE Ventures,rre-ventures
fb66b7ae-8ebf-20b1-9461-7913c0ccd078,Colt Ventures,colt-ventures
da40a27e-5c01-6408-363a-1fdfede79d81,Helix,helix
8c2904bd-f9a1-0f41-87db-16fae614ad2d,Great Oaks Venture Capital,great-oaks-venture-capital
acf95fc6-5607-bcc1-6de4-eeafc90bb596,Grotech Ventures,grotech-ventures
c391e6b7-32ae-2e64-cbb6-7d4c7d471b17,Redmile Group,redmile-group
433d631f-d882-4ae5-b77c-16b813a9c166,Vine Ventures,vine-ventures
c7ca7ab1-a82f-9736-8140-c53ba04b034c,BITKRAFT Ventures,bitkraft-ventures
a0a3a87d-9c24-438f-8355-b4bf93303c7f,Coefficient Capital,coefficient-capital
383abaa8-1467-62ad-c425-ff42bbb43a6a,Schooner Capital,schooner-capital
eb5b0d40-2e5a-b14e-a482-5e745fc9d9b9,Sound Ventures,sound-ventures
76c506a0-a56e-2f7b-9c15-2c4740ca51e1,Pelion Venture Partners,pelion-venture-partners
91c424d0-95f4-bc03-654f-e6e833f6db13,Purdue Foundry,purdue-foundry
5c8a87e8-78c9-fa3f-5a42-bfc790b0f8c0,FoodFutureCo,foodfutureco
c7d0546d-642d-46a8-9071-ce42454cb02f,Kyobo Life Insurance,kyobo-life-insurance
386eefb0-ba6e-4be5-8745-144f27927374,Shinhan GIB,shinhan-gib
baeec2c4-9856-3816-6541-9ab9d4745999,Echo Health Ventures,echo-health-ventures-llc
a995e84c-9ac3-4519-92b8-cdf64fecae04,Heartcore Capital,heartcore-capital
87e297f8-53fd-a340-cbfc-6f34d3c62a86,Horizons Ventures,horizons-ventures
d6b4915d-1998-c6b9-196a-70edebdb7d8c,Fortino Capital,fortinocapital
e07a0fa2-3c07-da4d-d980-9d11dcf13677,PMV,pmv-eu
4f7ea459-e70e-da53-edb2-54f540bff96e,Sandvik,sandvik
379f744f-c14b-d316-3c20-6caca398047c,PeakSpan Capital,peakspan-capital
55ee1600-fa37-44b0-a9cc-c72a811e710b,Shearwater Capital,shearwater-capital
fd260100-7d90-4d0a-9e28-15e9a571afea,Memorial Hermann Foundation,memorial-hermann-foundation
6474768e-1ae0-90b7-736a-64cd4315fb65,UnityPoint Health,unitypoint-health
ea92b87d-3ca6-420b-ab74-5d5fc0d1da3c,Paramark Ventures,paramark-ventures
70bc7961-9760-8243-af52-6142d82a771c,Fountain Healthcare Partners,fountain-healthcare-partners
3e55c37a-1c3e-3dc6-c71d-7920caa4129b,Early Light Ventures,early-light-capital
ab847a31-18fe-41a3-96d1-87962bf53fc7,KNet Investment Partners,k-net-3fc7
7e2df70d-895e-4dee-a75e-1f1b20d7cd5b,DaGrosa Capital Partners LLC,dagrosa-capital-partners-llc
57f9353b-9636-4dff-a881-cc66f1746299,Khaira Capital,khaira-capital
fb42dca9-709f-3234-e0ee-7039369de57c,3L Capital,3l-capital
51002b1a-7057-f941-aafb-9d5dfaa4dbfb,DN Capital,dn-capital
1a410398-3a72-5882-99b8-6318cf594850,SoftBank,softbank
d0d4753a-45f2-0394-cfad-73eb99c6be2a,TDF Ventures,tdf-ventures
f5c14053-2487-4dc2-9230-546aa1959ccf,EJF Silvergate Ventures Fund,ejf-silvergate-ventures-fund
bd699a78-d3ac-4858-9b37-ff62a2112147,Construct Capital,construct-capital
9a2ae08b-25a6-4511-9079-80229d8cc20c,Four More Capital,four-more-capital
3c2869c9-ed5d-c878-2f3b-6b6b62181276,Telstra Ventures,telstra-ventures
a87d724e-1754-fd09-5dc6-7d72dacac86d,IA Capital Group,inter-atlantic-group
856d13af-05f4-4762-a9da-abfa5c724374,1219 Capital,1219-capital
e5ecce57-5e4e-40ed-bf5e-b83be87bcae4,The Pearl Fund,the-pearl-fund
57f8f8c4-a8df-78d6-d09c-1caf95582d35,Macquarie Capital,macquarie-capital-funds
348e8dc8-89ea-b893-73f0-34af90fa3424,Enlightenment Capital,enlightenment-capital
e64d2611-b0de-2355-53a9-b22a8539c1ed,Ferry Venture Capital,ferry-vc
06e52312-8490-4386-ad91-aca4106aab97,Nimble Ventures,nimble-vc
040c9a20-515c-4bbe-a799-043b9b6208d6,Wadi Makkah Ventures,wadi-makkah-ventures
42a47155-0897-4263-9a21-080a92219522,Fort Ross Ventures,fortross-ventures
409f0a7b-d451-0f1c-35f8-edccc207a704,Advance Venture Partners,advance-vixeid-partners
15bbf79e-c017-5760-eda6-368e7f77b91e,Fuel Capital,fuel-capital
f6bf2bde-5a18-5052-add2-72cdc202c15c,Zoom,zoom-video-communications
64240139-e643-a186-8816-9c55c07b63a4,IFC Venture Capital Group,ifc-venture-capital-group
